timestamps,open,close,high,low,volume,amount
2019/11/27 11:00,190.45215,189.85215,190.45215,189.55215,1412000,0
2019/11/27 11:05,189.85215,188.35215,189.95215,188.35215,1125500,0
2019/11/27 11:10,188.45215,189.45215,189.45215,188.25215,919600,0
2019/11/27 11:15,189.35215,189.65215,189.65215,189.25215,531800,0
2019/11/27 11:20,189.65215,189.45215,189.65215,189.35215,439600,0
2019/11/27 11:25,189.35215,189.55215,189.75215,189.35215,434200,0
2019/11/27 11:30,189.55215,189.95215,190.05215,189.45215,763100,0
2019/11/27 11:35,190.05215,190.15215,190.35215,189.95215,409400,0
2019/11/27 11:40,190.05215,189.75215,190.45215,189.65215,548400,0
2019/11/27 11:45,189.75215,189.25215,189.85215,189.15215,759600,0
2019/11/27 11:50,189.15215,188.85215,189.35215,188.85215,558200,0
2019/11/27 11:55,188.85215,188.45215,188.85215,188.45215,308600,0
2019/11/27 12:00,188.55215,188.85215,188.85215,188.55215,303800,0
2019/11/27 13:05,188.85215,189.65215,189.75215,188.85215,587400,0
2019/11/27 13:10,189.65215,189.65215,189.75215,189.35215,598700,0
2019/11/27 13:15,189.65215,189.75215,189.75215,189.45215,281600,0
2019/11/27 13:20,189.75215,189.85215,189.85215,189.45215,235500,0
2019/11/27 13:25,189.85215,189.95215,189.95215,189.75215,281000,0
2019/11/27 13:30,189.95215,189.85215,189.95215,189.65215,275700,0
2019/11/27 13:35,189.85215,189.85215,190.05215,189.75215,159700,0
2019/11/27 13:40,189.95215,189.85215,190.05215,189.85215,341100,0
2019/11/27 13:45,189.85215,189.95215,190.05215,189.75215,206300,0
2019/11/27 13:50,190.05215,189.85215,190.05215,189.75215,280400,0
2019/11/27 13:55,189.95215,189.85215,190.05215,189.85215,219800,0
2019/11/27 14:00,189.85215,190.05215,190.15215,189.85215,291100,0
2019/11/27 14:05,190.05215,190.25215,190.25215,190.05215,425800,0
2019/11/27 14:10,190.25215,190.35215,190.35215,190.15215,477500,0
2019/11/27 14:15,190.35215,190.45215,190.45215,190.25215,525500,0
2019/11/27 14:20,190.45215,190.45215,190.45215,190.35215,390000,0
2019/11/27 14:25,190.45215,190.25215,190.55215,190.15215,1412600,0
2019/11/27 14:30,190.25215,190.35215,190.45215,190.15215,256400,0
2019/11/27 14:35,190.45215,190.45215,190.55215,190.25215,428600,0
2019/11/27 14:40,190.55215,190.45215,190.65215,190.35215,544800,0
2019/11/27 14:45,190.55215,190.55215,190.75215,190.45215,466000,0
2019/11/27 14:50,190.55215,190.25215,190.65215,190.25215,502400,0
2019/11/27 14:55,190.35215,190.45215,190.45215,190.25215,287800,0
2019/11/27 15:00,190.35215,190.25215,190.45215,190.15215,570300,0
2019/11/27 15:05,190.15215,190.05215,190.25215,189.95215,410400,0
2019/11/27 15:10,190.05215,190.15215,190.25215,189.85215,397900,0
2019/11/27 15:15,190.15215,190.25215,190.35215,190.05215,448200,0
2019/11/27 15:20,190.25215,190.25215,190.45215,190.25215,357100,0
2019/11/27 15:25,190.35215,190.25215,190.45215,190.25215,265100,0
2019/11/27 15:30,190.25215,189.75215,190.35215,189.75215,746000,0
2019/11/27 15:35,189.85215,189.75215,189.85215,189.45215,659600,0
2019/11/27 15:40,189.75215,189.75215,189.75215,189.65215,288600,0
2019/11/27 15:45,189.75215,189.55215,189.85215,189.55215,685900,0
2019/11/27 15:50,189.55215,189.35215,189.65215,189.05215,1289200,0
2019/11/27 15:55,189.35215,188.85215,189.35215,188.55215,1455200,0
2019/11/27 16:00,188.85215,188.65215,189.05215,188.65215,2139000,0
2019/11/28 9:35,192.45215,194.95215,195.05215,192.35215,3653500,0
2019/11/28 9:40,194.95215,196.05215,196.45215,194.85215,2179600,0
2019/11/28 9:45,196.05215,194.85215,196.25215,194.65215,1824600,0
2019/11/28 9:50,194.95215,195.35215,195.65215,194.65215,1367200,0
2019/11/28 9:55,195.45215,195.45215,195.65215,195.25215,789800,0
2019/11/28 10:00,195.45215,195.35215,195.65215,195.25215,752300,0
2019/11/28 10:05,195.45215,195.45215,195.45215,195.35215,463400,0
2019/11/28 10:10,195.45215,195.35215,195.45215,195.35215,467700,0
2019/11/28 10:15,195.35215,195.45215,195.45215,195.25215,492000,0
2019/11/28 10:20,195.35215,195.45215,195.65215,195.35215,504100,0
2019/11/28 10:25,195.45215,195.65215,195.65215,195.35215,442400,0
2019/11/28 10:30,195.65215,195.45215,195.65215,195.25215,789600,0
2019/11/28 10:35,195.35215,195.35215,195.45215,195.25215,405700,0
2019/11/28 10:40,195.45215,195.35215,195.45215,195.35215,399700,0
2019/11/28 10:45,195.45215,195.45215,195.45215,195.25215,393500,0
2019/11/28 10:50,195.45215,195.45215,195.45215,195.35215,364200,0
2019/11/28 10:55,195.45215,195.35215,195.45215,195.25215,296600,0
2019/11/28 11:00,195.35215,195.45215,195.45215,195.25215,150800,0
2019/11/28 11:05,195.35215,195.45215,195.45215,195.35215,200200,0
2019/11/28 11:10,195.35215,195.45215,195.45215,195.35215,193600,0
2019/11/28 11:15,195.45215,195.45215,195.45215,195.25215,658100,0
2019/11/28 11:20,195.35215,195.35215,195.45215,195.25215,218100,0
2019/11/28 11:25,195.45215,195.25215,195.45215,195.15215,494100,0
2019/11/28 11:30,195.25215,195.45215,195.45215,195.15215,263300,0
2019/11/28 11:35,195.35215,195.35215,195.45215,195.35215,255600,0
2019/11/28 11:40,195.45215,195.35215,195.45215,195.35215,114000,0
2019/11/28 11:45,195.35215,195.45215,195.45215,195.35215,139800,0
2019/11/28 11:50,195.45215,195.45215,195.45215,195.35215,156600,0
2019/11/28 11:55,195.45215,195.45215,195.45215,195.35215,130000,0
2019/11/28 12:00,195.35215,194.75215,195.45215,194.65215,1074400,0
2019/11/28 13:05,194.75215,195.45215,195.45215,194.55215,599700,0
2019/11/28 13:10,195.45215,195.05215,195.45215,195.05215,251800,0
2019/11/28 13:15,195.05215,194.95215,195.05215,194.75215,220400,0
2019/11/28 13:20,194.95215,195.05215,195.05215,194.85215,171400,0
2019/11/28 13:25,195.05215,195.35215,195.35215,194.95215,245700,0
2019/11/28 13:30,195.35215,195.05215,195.35215,194.95215,230800,0
2019/11/28 13:35,195.05215,195.15215,195.15215,194.95215,200500,0
2019/11/28 13:40,195.05215,195.15215,195.25215,195.05215,161800,0
2019/11/28 13:45,195.25215,195.05215,195.35215,195.05215,320900,0
2019/11/28 13:50,195.15215,195.15215,195.25215,195.05215,176100,0
2019/11/28 13:55,195.15215,195.05215,195.15215,195.05215,190700,0
2019/11/28 14:00,195.15215,195.15215,195.25215,195.05215,376500,0
2019/11/28 14:05,195.15215,195.25215,195.25215,194.95215,281000,0
2019/11/28 14:10,195.25215,195.25215,195.25215,195.05215,162200,0
2019/11/28 14:15,195.25215,195.25215,195.25215,195.15215,171900,0
2019/11/28 14:20,195.25215,195.15215,195.25215,195.15215,134000,0
2019/11/28 14:25,195.25215,195.25215,195.25215,195.15215,230100,0
2019/11/28 14:30,195.25215,195.25215,195.25215,195.15215,207900,0
2019/11/28 14:35,195.25215,195.25215,195.35215,195.15215,272200,0
2019/11/28 14:40,195.25215,195.35215,195.35215,195.15215,283000,0
2019/11/28 14:45,195.35215,195.25215,195.35215,195.15215,239600,0
2019/11/28 14:50,195.35215,195.35215,195.45215,195.25215,326500,0
2019/11/28 14:55,195.35215,195.45215,195.45215,195.25215,220000,0
2019/11/28 15:00,195.45215,195.45215,195.65215,195.35215,1162900,0
2019/11/28 15:05,195.45215,195.35215,195.65215,195.25215,604500,0
2019/11/28 15:10,195.35215,195.45215,195.65215,195.25215,707800,0
2019/11/28 15:15,195.65215,196.05215,196.25215,195.65215,595800,0
2019/11/28 15:20,196.25215,196.65215,196.65215,196.05215,1227300,0
2019/11/28 15:25,196.65215,197.05215,197.25215,196.45215,729000,0
2019/11/28 15:30,196.85215,197.65215,197.85215,196.85215,881100,0
2019/11/28 15:35,197.65215,197.65215,197.85215,197.45215,797100,0
2019/11/28 15:40,197.45215,197.85215,198.05215,197.45215,664200,0
2019/11/28 15:45,198.05215,198.25215,198.45215,197.65215,1161200,0
2019/11/28 15:50,198.25215,198.25215,198.65215,198.05215,1256400,0
2019/11/28 15:55,198.25215,198.85215,198.85215,198.05215,911000,0
2019/11/28 16:00,198.85215,199.45215,199.65215,198.65215,2914500,0
2019/11/29 9:35,199.45215,195.85215,200.25215,195.65215,3427400,0
2019/11/29 9:40,195.65215,196.25215,196.85215,194.65215,2001900,0
2019/11/29 9:45,196.45215,198.25215,198.45215,196.25215,1041700,0
2019/11/29 9:50,198.25215,197.05215,198.85215,196.85215,846300,0
2019/11/29 9:55,197.25215,195.45215,197.25215,195.15215,1501200,0
2019/11/29 10:00,195.65215,195.25215,195.65215,194.95215,793000,0
2019/11/29 10:05,195.15215,195.25215,195.85215,195.15215,968200,0
2019/11/29 10:10,195.25215,195.85215,196.25215,195.25215,638800,0
2019/11/29 10:15,196.05215,196.25215,196.65215,195.85215,605500,0
2019/11/29 10:20,196.05215,195.85215,196.45215,195.65215,312000,0
2019/11/29 10:25,196.05215,196.25215,196.45215,195.85215,270300,0
2019/11/29 10:30,196.25215,196.45215,196.65215,196.05215,329300,0
2019/11/29 10:35,196.45215,196.45215,196.65215,196.05215,332700,0
2019/11/29 10:40,196.45215,196.05215,196.65215,196.05215,323200,0
2019/11/29 10:45,196.25215,196.25215,196.25215,195.85215,331100,0
2019/11/29 10:50,196.25215,196.25215,196.45215,196.05215,169000,0
2019/11/29 10:55,196.25215,196.05215,196.25215,195.85215,222400,0
2019/11/29 11:00,196.05215,195.85215,196.05215,195.85215,123700,0
2019/11/29 11:05,195.85215,196.05215,196.05215,195.85215,130200,0
2019/11/29 11:10,195.85215,195.85215,196.05215,195.65215,274200,0
2019/11/29 11:15,195.85215,196.05215,196.05215,195.65215,171800,0
2019/11/29 11:20,195.85215,195.35215,196.05215,195.25215,1228300,0
2019/11/29 11:25,195.35215,195.35215,195.45215,195.25215,417900,0
2019/11/29 11:30,195.35215,194.95215,195.45215,194.95215,775500,0
2019/11/29 11:35,195.05215,195.05215,195.15215,194.75215,466500,0
2019/11/29 11:40,195.05215,195.15215,195.25215,194.95215,245800,0
2019/11/29 11:45,195.25215,195.15215,195.25215,194.95215,268500,0
2019/11/29 11:50,195.15215,195.35215,195.35215,195.05215,253700,0
2019/11/29 11:55,195.35215,195.25215,195.35215,195.15215,243500,0
2019/11/29 12:00,195.15215,195.05215,195.25215,194.95215,306000,0
2019/11/29 13:05,195.05215,195.15215,195.25215,194.85215,593600,0
2019/11/29 13:10,195.05215,195.35215,195.45215,195.05215,162500,0
2019/11/29 13:15,195.45215,195.25215,195.45215,194.95215,351200,0
2019/11/29 13:20,195.15215,195.15215,195.35215,195.05215,259400,0
2019/11/29 13:25,195.15215,194.85215,195.25215,194.85215,372700,0
2019/11/29 13:30,194.95215,194.45215,194.95215,194.45215,539000,0
2019/11/29 13:35,194.55215,194.45215,194.75215,194.45215,386800,0
2019/11/29 13:40,194.55215,194.65215,194.65215,194.45215,334900,0
2019/11/29 13:45,194.55215,194.55215,194.65215,194.45215,248700,0
2019/11/29 13:50,194.55215,193.95215,194.55215,193.75215,1317300,0
2019/11/29 13:55,193.95215,194.15215,194.15215,193.75215,333000,0
2019/11/29 14:00,194.15215,194.15215,194.35215,194.05215,241800,0
2019/11/29 14:05,194.25215,193.95215,194.35215,193.95215,238800,0
2019/11/29 14:10,194.05215,194.05215,194.05215,193.75215,340300,0
2019/11/29 14:15,194.05215,193.85215,194.05215,193.75215,256200,0
2019/11/29 14:20,193.75215,193.45215,193.85215,193.45215,565500,0
2019/11/29 14:25,193.55215,193.45215,193.55215,192.95215,1036200,0
2019/11/29 14:30,193.35215,193.55215,193.65215,193.25215,290600,0
2019/11/29 14:35,193.65215,194.95215,194.95215,193.55215,449600,0
2019/11/29 14:40,194.85215,195.05215,195.15215,194.75215,360600,0
2019/11/29 14:45,195.05215,195.15215,195.15215,194.55215,313200,0
2019/11/29 14:50,195.15215,194.95215,195.25215,194.85215,236900,0
2019/11/29 14:55,194.85215,194.55215,194.95215,194.45215,288700,0
2019/11/29 15:00,194.55215,194.85215,194.85215,194.45215,162600,0
2019/11/29 15:05,194.85215,194.55215,194.85215,194.45215,247900,0
2019/11/29 15:10,194.55215,194.85215,194.95215,194.45215,265100,0
2019/11/29 15:15,194.85215,194.95215,195.05215,194.85215,309000,0
2019/11/29 15:20,194.95215,194.55215,195.05215,194.55215,453700,0
2019/11/29 15:25,194.65215,194.65215,194.85215,194.55215,182900,0
2019/11/29 15:30,194.75215,194.95215,194.95215,194.45215,319100,0
2019/11/29 15:35,194.95215,195.45215,195.45215,194.85215,471100,0
2019/11/29 15:40,195.35215,194.65215,195.45215,194.65215,687800,0
2019/11/29 15:45,194.75215,194.65215,194.75215,194.45215,709100,0
2019/11/29 15:50,194.75215,194.85215,194.95215,194.55215,525200,0
2019/11/29 15:55,194.75215,195.05215,195.05215,194.75215,741100,0
2019/11/29 16:00,195.05215,193.85215,195.15215,193.85215,1660000,0
2019/12/2 9:35,193.45215,193.45215,194.35215,192.55215,2299700,0
2019/12/2 9:40,193.25215,192.65215,193.75215,192.65215,517500,0
2019/12/2 9:45,192.65215,192.75215,192.75215,192.55215,659900,0
2019/12/2 9:50,192.75215,193.05215,193.15215,192.65215,365900,0
2019/12/2 9:55,193.05215,193.45215,193.55215,193.05215,547900,0
2019/12/2 10:00,193.55215,193.75215,193.75215,193.45215,625100,0
2019/12/2 10:05,193.75215,193.15215,193.75215,193.05215,375600,0
2019/12/2 10:10,193.15215,192.85215,193.15215,192.85215,265200,0
2019/12/2 10:15,192.95215,191.75215,192.95215,191.55215,955400,0
2019/12/2 10:20,191.85215,191.75215,191.95215,191.55215,387300,0
2019/12/2 10:25,191.65215,192.05215,192.15215,191.65215,194600,0
2019/12/2 10:30,192.05215,192.15215,192.15215,191.75215,377000,0
2019/12/2 10:35,192.05215,192.25215,192.25215,191.95215,222700,0
2019/12/2 10:40,192.25215,192.45215,192.55215,192.15215,257700,0
2019/12/2 10:45,192.45215,192.65215,192.95215,192.45215,423400,0
2019/12/2 10:50,192.65215,192.55215,192.65215,192.45215,267600,0
2019/12/2 10:55,192.55215,192.35215,192.55215,192.25215,288600,0
2019/12/2 11:00,192.45215,192.25215,192.45215,192.15215,192200,0
2019/12/2 11:05,192.25215,192.25215,192.25215,192.15215,80000,0
2019/12/2 11:10,192.15215,192.15215,192.25215,192.15215,90800,0
2019/12/2 11:15,192.25215,191.75215,192.25215,191.75215,452700,0
2019/12/2 11:20,191.75215,191.75215,191.85215,191.65215,211700,0
2019/12/2 11:25,191.75215,191.65215,191.85215,191.65215,229800,0
2019/12/2 11:30,191.75215,191.65215,191.75215,191.65215,153400,0
2019/12/2 11:35,191.65215,191.95215,191.95215,191.65215,592200,0
2019/12/2 11:40,191.95215,192.05215,192.05215,191.85215,223400,0
2019/12/2 11:45,192.05215,191.95215,192.05215,191.95215,256100,0
2019/12/2 11:50,192.05215,191.95215,192.05215,191.95215,144100,0
2019/12/2 11:55,192.05215,191.65215,192.05215,191.65215,598500,0
2019/12/2 12:00,191.65215,191.85215,191.85215,191.65215,236700,0
2019/12/2 13:05,191.85215,191.75215,191.95215,191.65215,372600,0
2019/12/2 13:10,191.75215,191.65215,191.75215,191.65215,70600,0
2019/12/2 13:15,191.75215,191.65215,191.75215,191.65215,76500,0
2019/12/2 13:20,191.65215,191.15215,191.65215,191.15215,874100,0
2019/12/2 13:25,191.25215,191.35215,191.45215,190.95215,307400,0
2019/12/2 13:30,191.35215,190.85215,191.35215,190.85215,350300,0
2019/12/2 13:35,190.85215,190.85215,190.95215,190.75215,206900,0
2019/12/2 13:40,190.75215,190.45215,190.85215,190.45215,204700,0
2019/12/2 13:45,190.45215,190.05215,190.55215,189.95215,873900,0
2019/12/2 13:50,190.05215,190.55215,190.55215,189.95215,370800,0
2019/12/2 13:55,190.45215,190.55215,190.75215,190.45215,266200,0
2019/12/2 14:00,190.45215,190.15215,190.55215,190.15215,259500,0
2019/12/2 14:05,190.25215,190.35215,190.45215,189.95215,534100,0
2019/12/2 14:10,190.35215,190.25215,190.35215,190.25215,81400,0
2019/12/2 14:15,190.25215,190.05215,190.35215,189.85215,665500,0
2019/12/2 14:20,190.15215,189.85215,190.25215,189.85215,175900,0
2019/12/2 14:25,189.85215,189.85215,189.95215,189.65215,299800,0
2019/12/2 14:30,189.95215,189.75215,190.15215,189.75215,311100,0
2019/12/2 14:35,189.85215,189.65215,189.85215,189.65215,290600,0
2019/12/2 14:40,189.65215,189.75215,189.85215,189.45215,496100,0
2019/12/2 14:45,189.85215,190.25215,190.25215,189.75215,289400,0
2019/12/2 14:50,190.25215,190.25215,190.25215,190.05215,179900,0
2019/12/2 14:55,190.15215,190.85215,190.85215,190.15215,483500,0
2019/12/2 15:00,190.85215,190.95215,190.95215,190.75215,243700,0
2019/12/2 15:05,190.85215,190.75215,190.95215,190.55215,271100,0
2019/12/2 15:10,190.75215,190.95215,190.95215,190.65215,93000,0
2019/12/2 15:15,190.95215,190.95215,190.95215,190.85215,131000,0
2019/12/2 15:20,190.85215,191.05215,191.15215,190.85215,237100,0
2019/12/2 15:25,191.15215,190.95215,191.15215,190.75215,278200,0
2019/12/2 15:30,190.95215,190.75215,190.95215,190.65215,260300,0
2019/12/2 15:35,190.75215,190.45215,190.75215,190.35215,341300,0
2019/12/2 15:40,190.45215,190.45215,190.45215,190.25215,365100,0
2019/12/2 15:45,190.45215,190.25215,190.55215,190.15215,406000,0
2019/12/2 15:50,190.25215,190.25215,190.35215,190.15215,308600,0
2019/12/2 15:55,190.25215,190.55215,190.55215,189.95215,489200,0
2019/12/2 16:00,190.55215,190.95215,190.95215,190.45215,1052100,0
2019/12/3 9:35,187.15215,186.05215,187.45215,186.05215,1906800,0
2019/12/3 9:40,186.05215,186.15215,186.45215,185.85215,629400,0
2019/12/3 9:45,186.15215,186.25215,186.35215,186.05215,402600,0
2019/12/3 9:50,186.25215,186.85215,186.85215,186.15215,701900,0
2019/12/3 9:55,186.85215,186.95215,186.95215,186.55215,473300,0
2019/12/3 10:00,186.95215,187.15215,187.15215,186.85215,275300,0
2019/12/3 10:05,187.05215,186.85215,187.15215,186.85215,418800,0
2019/12/3 10:10,186.85215,187.25215,187.25215,186.85215,462600,0
2019/12/3 10:15,187.25215,187.45215,187.45215,187.15215,405200,0
2019/12/3 10:20,187.45215,187.75215,187.75215,187.35215,368100,0
2019/12/3 10:25,187.75215,188.25215,188.35215,187.75215,546700,0
2019/12/3 10:30,188.25215,188.95215,188.95215,188.25215,685900,0
2019/12/3 10:35,188.95215,188.05215,188.95215,187.95215,604900,0
2019/12/3 10:40,188.05215,187.75215,188.05215,187.65215,291200,0
2019/12/3 10:45,187.65215,187.05215,187.75215,187.05215,243500,0
2019/12/3 10:50,187.15215,187.65215,187.95215,187.05215,296000,0
2019/12/3 10:55,187.65215,187.35215,187.65215,187.25215,193200,0
2019/12/3 11:00,187.45215,187.65215,187.65215,187.35215,226600,0
2019/12/3 11:05,187.55215,187.65215,187.65215,187.45215,129000,0
2019/12/3 11:10,187.65215,187.55215,187.65215,187.45215,61900,0
2019/12/3 11:15,187.45215,187.75215,187.85215,187.45215,215400,0
2019/12/3 11:20,187.75215,187.85215,187.85215,187.65215,175700,0
2019/12/3 11:25,187.75215,187.95215,188.05215,187.75215,128700,0
2019/12/3 11:30,187.95215,188.15215,188.25215,187.95215,219400,0
2019/12/3 11:35,188.05215,188.25215,188.35215,188.05215,193600,0
2019/12/3 11:40,188.35215,188.15215,188.45215,188.15215,145500,0
2019/12/3 11:45,188.15215,188.15215,188.25215,188.05215,217600,0
2019/12/3 11:50,188.05215,188.05215,188.15215,188.05215,67600,0
2019/12/3 11:55,188.05215,188.15215,188.25215,188.05215,214000,0
2019/12/3 12:00,188.25215,188.15215,188.35215,188.15215,198900,0
2019/12/3 13:05,188.25215,188.15215,188.45215,188.05215,250800,0
2019/12/3 13:10,188.05215,187.95215,188.15215,187.85215,257800,0
2019/12/3 13:15,187.95215,188.25215,188.25215,187.85215,149300,0
2019/12/3 13:20,188.15215,188.25215,188.45215,188.15215,176000,0
2019/12/3 13:25,188.25215,188.15215,188.25215,188.05215,143900,0
2019/12/3 13:30,188.25215,188.55215,188.65215,188.15215,207200,0
2019/12/3 13:35,188.55215,188.35215,188.65215,188.35215,155500,0
2019/12/3 13:40,188.45215,188.35215,188.45215,188.35215,50600,0
2019/12/3 13:45,188.35215,188.65215,188.65215,188.35215,222400,0
2019/12/3 13:50,188.55215,188.45215,188.65215,188.35215,162400,0
2019/12/3 13:55,188.35215,188.45215,188.45215,188.35215,52900,0
2019/12/3 14:00,188.45215,188.35215,188.45215,188.35215,124200,0
2019/12/3 14:05,188.35215,188.35215,188.45215,188.35215,94300,0
2019/12/3 14:10,188.45215,188.35215,188.45215,188.35215,94900,0
2019/12/3 14:15,188.35215,188.85215,188.95215,188.35215,356200,0
2019/12/3 14:20,188.95215,188.95215,188.95215,188.85215,132900,0
2019/12/3 14:25,188.95215,189.35215,189.35215,188.85215,204000,0
2019/12/3 14:30,189.35215,189.35215,189.55215,189.15215,286400,0
2019/12/3 14:35,189.45215,189.35215,189.45215,189.35215,57000,0
2019/12/3 14:40,189.35215,189.25215,189.45215,189.25215,122000,0
2019/12/3 14:45,189.25215,188.85215,189.35215,188.85215,274100,0
2019/12/3 14:50,188.95215,189.15215,189.25215,188.85215,225300,0
2019/12/3 14:55,189.15215,189.15215,189.25215,189.05215,95500,0
2019/12/3 15:00,189.05215,189.15215,189.25215,189.05215,140600,0
2019/12/3 15:05,189.15215,189.35215,189.35215,189.15215,174800,0
2019/12/3 15:10,189.35215,189.45215,189.55215,189.25215,302100,0
